City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,saint-joseph,-21.3667,55.6167,296.36,81,18,3.98,RE,1686773044
242,swakopmund,-22.6833,14.5333,286.62,84,0,4.38,NA,1686773044
243,sretensk,52.2453,117.7093,285.88,52,100,1.0,RU,1686773045
244,visaginas,55.6,26.4167,288.74,69,100,2.0,LT,1686773045
245,tsiombe,-25.3,45.4833,292.09,93,0,1.06,MG,1686773046
246,egilsstadir,65.2653,-14.3948,288.1,63,75,5.66,IS,1686773046
247,las palmas,28.4204,-14.0131,294.59,78,20,5.66,ES,1686773047
248,lashio,22.9333,97.75,293.04,97,100,0.64,MM,1686773047
249,crane,31.3974,-102.3501,309.27,8,93,6.95,US,1686773048
250,ta`u,-14.2336,-169.5144,300.24,81,100,8.09,AS,1686773048
251,papao,-17.75,-149.55,302.97,72,77,7.86,PF,1686773049
252,fale old settlement,-9.3852,-171.2468,301.62,74,96,4.94,TK,1686773049
253,mormugao,15.4,73.8,301.33,79,100,5.59,IN,1686772833
254,zouerate,22.7187,-12.4521,306.09,15,6,4.86,MR,1686773050
255,merizo village,13.2658,144.6691,300.58,89,98,6.53,GU,1686773051
256,moissala,8.3404,17.7663,298.39,76,87,1.75,TD,1686773052
257,pandan,14.0453,124.1694,299.87,88,100,2.59,PH,1686773052
258,port blair,11.6667,92.75,300.17,83,75,4.12,IN,1686773052
259,bokhan,53.153,103.7714,279.97,91,100,7.19,RU,1686773053
260,colares,38.7992,-9.4469,294.7,80,20,9.77,PT,1686773054
261,tataouine,32.9297,10.4518,296.41,57,31,7.46,TN,1686773054
262,emerald,-23.5333,148.1667,284.45,51,4,4.7,AU,1686773055
263,oranjemund,-28.55,16.4333,287.5,77,19,3.38,NA,1686773055
264,ambagarh chauki,20.7833,80.7167,304.02,34,65,2.36,IN,1686773056
265,lincheng,19.9078,109.6858,300.35,83,100,2.46,CN,1686773056
266,tobruk,32.0836,23.9764,295.66,76,0,3.48,LY,1686773056
267,huarmey,-10.0681,-78.1522,297.01,66,5,5.87,PE,1686773057
268,boca suno,-0.7167,-77.1333,296.92,98,100,1.16,EC,1686773058
269,chilaw,7.5758,79.7953,300.16,85,100,6.53,LK,1686773058
270,morondava,-20.2833,44.2833,294.15,62,0,3.64,MG,1686773059
271,ciudad lazaro cardenas,17.9583,-102.2,304.9,54,86,5.32,MX,1686773059
272,atar,20.5169,-13.0499,310.17,13,0,3.77,MR,1686773060
273,dunedin,-45.8742,170.5036,280.82,66,97,3.58,NZ,1686772985
274,saint-pierre,-21.3393,55.4781,296.97,73,0,2.06,RE,1686773060
275,tolanaro,-25.0319,46.9987,296.19,73,0,5.14,MG,1686773061
276,cooma,-36.2333,149.1333,272.89,91,29,1.34,AU,1686773061
277,miri,4.4148,114.0089,297.23,100,40,1.03,MY,1686773062
278,pimentel,-6.8367,-79.9342,300.31,54,40,5.66,PE,1686773062
279,n'dalatando,-9.2978,14.9116,292.52,70,7,0.84,AO,1686773063
280,bardai,11.65,7.2333,301.49,50,85,2.68,NG,1686773063
281,robertsport,6.7533,-11.3686,300.06,76,98,5.7,LR,1686773064
282,prieska,-29.6641,22.7474,283.88,68,49,6.08,ZA,1686773064
283,nyachera,-0.9,30.4167,290.79,88,91,0.46,UG,1686773065
284,masterton,-40.9597,175.6575,279.75,95,0,1.14,NZ,1686773065
285,watsa,3.0372,29.5355,290.56,95,32,1.03,CD,1686773066
286,shingu,33.7333,135.9833,294.39,93,100,1.13,JP,1686773066
287,kutum,14.2,24.6667,300.91,47,64,2.45,SD,1686773066
288,padang,-0.9492,100.3543,296.92,95,95,1.6,ID,1686772829
289,argo,37.6333,22.7333,295.81,75,24,0.41,GR,1686773067
290,sao caetano de odivelas,-0.75,-48.02,300.11,86,14,2.82,BR,1686773068
291,sarmiento,-45.5882,-69.07,284.68,56,15,5.04,AR,1686773068
292,kerikeri,-35.2268,173.9474,281.07,87,100,0.3,NZ,1686773068
293,antsiranana,-12.2787,49.2917,295.54,89,11,3.82,MG,1686773069
294,carapegua,-25.8,-57.2333,286.29,69,100,1.91,PY,1686773069
295,howard springs,-12.497,131.047,295.1,66,90,2.64,AU,1686773070
296,turan,16.0678,108.2208,302.14,70,20,0.51,VN,1686772813
297,kimbe,-5.5502,150.1429,297.03,93,100,1.94,PG,1686773071
298,la asuncion,11.0333,-63.8628,308.0,59,78,8.23,VE,1686772870
299,collie,-33.3667,116.15,284.2,91,46,3.27,AU,1686773072
300,alenquer,-1.9417,-54.7383,302.95,65,93,2.37,BR,1686773012
301,carnarvon,-24.8667,113.6333,290.91,71,100,9.07,AU,1686772811
302,beyneu,45.3167,55.2,302.93,23,96,7.41,KZ,1686773073
303,juneau,58.3019,-134.4197,284.83,69,90,0.99,US,1686772997
304,lagos,6.5833,3.75,301.33,86,98,2.9,NG,1686773074
305,polyarnyy,69.1989,33.4478,282.39,73,100,5.73,RU,1686773074
306,shiqian,27.5225,108.2281,293.83,94,100,1.67,CN,1686773075
307,sarandi del yi,-33.35,-55.6333,284.75,48,0,1.69,UY,1686773054
308,parauapebas,-6.0675,-49.9022,305.14,58,20,3.6,BR,1686772868
309,hamilton,39.1834,-84.5333,299.54,56,58,1.79,US,1686772888
310,slave lake,55.2834,-114.769,285.14,87,100,8.23,CA,1686772945
311,chornobayivka,46.6941,32.5537,289.91,92,100,4.06,UA,1686773077
312,semporna,4.4818,118.6112,298.8,83,100,0.98,MY,1686773077
313,les sables-d'olonne,46.6667,-1.8333,295.59,86,100,4.27,FR,1686773077
314,tarakan,3.3,117.6333,299.07,83,100,3.57,ID,1686773078
315,jiwani,25.05,61.7417,303.13,81,85,3.45,PK,1686773078
316,lebu,-37.6167,-73.65,286.04,72,97,3.65,CL,1686773079
317,lycksele,64.5954,18.6735,294.08,26,10,3.09,SE,1686773079
318,rabo de peixe,37.8,-25.5833,292.88,94,40,4.12,PT,1686773080
319,joshimath,30.5667,79.5667,292.43,78,97,0.89,IN,1686773080
320,cameta,-2.2444,-49.4958,301.13,77,69,1.29,BR,1686772951
321,tabou,4.423,-7.3528,298.44,69,57,2.83,CI,1686773082
322,mancio lima,-7.6142,-72.8958,288.19,94,100,2.06,BR,1686773082
323,pisco,-13.7,-76.2167,295.18,64,0,5.14,PE,1686773083
324,oliver,49.1831,-119.5524,291.29,39,94,3.09,CA,1686773084
325,haiku-pauwela,20.9219,-156.3051,301.16,59,40,7.72,US,1686773085
326,columbia,34.0007,-81.0348,301.97,55,20,5.66,US,1686772932
327,nicastro,38.9833,16.3167,291.59,100,100,1.54,IT,1686773086
328,mossel bay,-34.1831,22.146,285.11,71,92,6.55,ZA,1686773087
329,nadi,-17.8,177.4167,296.15,88,75,2.57,FJ,1686773087
330,mount pearl,47.5166,-52.7813,285.07,82,75,3.09,CA,1686772947
331,colonia,50.9333,6.95,295.51,45,0,1.54,DE,1686772809
332,kiruna,67.8557,20.2251,282.66,57,0,2.57,SE,1686773088
333,umm kaddadah,13.6017,26.6876,306.8,35,100,2.8,SD,1686773089
334,guerrero negro,27.9769,-114.0611,293.78,61,5,9.54,MX,1686773089
335,tayud,10.3782,123.994,298.15,94,100,3.09,PH,1686773090
336,fort mcmurray,56.7268,-111.381,284.92,100,100,6.69,CA,1686772806
337,rurrenabaque,-14.4413,-67.5278,291.98,59,75,2.06,BO,1686773091
338,sinabang,2.4803,96.3801,300.02,77,100,2.57,ID,1686773091
339,buxar,25.5833,83.9833,311.53,23,29,6.77,IN,1686773091
340,kolokani,13.5728,-8.0339,305.97,42,30,0.37,ML,1686773092
341,sao tome,0.3365,6.7273,298.97,83,39,5.04,ST,1686773092
342,howrah,22.5892,88.3103,305.15,84,40,6.17,IN,1686773093
343,nagqu,31.5,92.0,276.78,86,100,1.29,CN,1686773093
344,macapa,0.0389,-51.0664,306.14,55,40,4.63,BR,1686772809
345,zaysan,47.4667,84.8667,285.3,46,99,2.79,KZ,1686773094
346,tevriz,57.509,72.4042,290.12,61,51,4.26,RU,1686773095
347,myeik,12.4333,98.6,299.39,88,100,3.04,MM,1686773095
348,kristiansund,63.1115,7.732,289.18,67,0,5.66,NO,1686773096
349,siwa oasis,29.2041,25.5195,303.77,28,0,2.49,EG,1686773096
350,opuwo,-18.0607,13.84,290.27,26,0,2.44,NA,1686773097
351,anaconda,46.1285,-112.9423,290.7,29,21,6.64,US,1686773097
352,yemetsk,63.4721,41.7941,283.91,58,10,0.48,RU,1686773098
353,melfort,52.8667,-104.6177,295.22,53,6,7.2,CA,1686773098
354,rikaze,29.25,88.8833,282.87,73,92,1.76,CN,1686773099
355,xining,36.6167,101.7667,285.64,47,4,1.25,CN,1686773099
356,st. paul,44.9444,-93.0933,302.4,41,100,4.12,US,1686773023
357,turkmenbasy,40.0222,52.9552,301.58,24,0,3.09,TM,1686773100
358,bayganin,48.6947,55.8742,296.6,28,32,6.78,KZ,1686773101
359,itumba,-9.4,33.1833,287.32,69,4,2.12,TZ,1686773101
360,najran,17.4924,44.1277,306.51,18,63,1.5,SA,1686773102
361,namdrik,5.5994,168.1028,301.58,80,87,8.14,MH,1686773102
362,cestos city,5.46,-9.5828,299.21,74,100,3.99,LR,1686773103
363,ancud,-41.8697,-73.8203,282.92,96,100,1.85,CL,1686773103
364,dapa,9.7594,126.0531,300.32,77,98,0.74,PH,1686773104
365,mering,48.2656,10.9846,290.82,60,20,3.09,DE,1686773104
366,strezhevoy,60.7333,77.5889,285.31,94,100,2.94,RU,1686773104
367,cocentaina,38.7398,-0.4398,297.07,67,48,2.39,ES,1686773105
368,bodo,67.28,14.405,281.45,91,100,2.57,NO,1686773106
369,springs,-26.25,28.4,285.74,54,0,4.06,ZA,1686773106
370,vandalia,39.8906,-84.1988,296.54,65,75,4.12,US,1686773107
371,arteche,12.2645,125.4048,298.79,88,100,1.75,PH,1686773107
372,tulum,20.2167,-87.4667,304.93,58,1,4.53,MX,1686772892
373,saldanha,-33.0117,17.9442,287.18,91,100,3.66,ZA,1686773109
374,jindabyne,-36.4167,148.6333,273.95,95,75,2.21,AU,1686773109
375,arkhangel'sk,64.5401,40.5433,283.2,62,0,0.88,RU,1686773110
376,nanping,26.645,118.1736,294.37,98,55,0.9,CN,1686773110
377,tuy hoa,13.0833,109.3,300.06,77,100,3.66,VN,1686772824
378,tiassale,5.8983,-4.8283,296.39,85,78,1.54,CI,1686773111
379,shiprock,36.7855,-108.687,302.34,19,5,3.61,US,1686773111
380,keetmanshoop,-26.5833,18.1333,286.66,33,0,2.57,NA,1686773112
381,uturoa,-16.7333,-151.4333,300.72,79,34,7.45,PF,1686773112
382,bunia,1.5667,30.25,289.43,88,23,1.7,CD,1686772822
383,cimitarra,6.3142,-73.9497,305.84,61,62,0.68,CO,1686773113
384,upington,-28.4478,21.2561,282.36,53,5,2.06,ZA,1686773113
385,pico truncado,-46.7949,-67.9573,281.84,62,3,5.75,AR,1686773114
386,auki,-8.7676,160.7034,298.6,86,88,2.13,SB,1686773114
387,la gi,10.6667,107.7833,299.9,84,98,3.74,VN,1686772878
388,lancaster,40.2504,-76.2499,298.87,52,75,11.32,US,1686772736
389,mirny,62.5353,113.9611,283.84,50,100,4.92,RU,1686773116
390,sirte,31.2089,16.5887,307.61,23,64,8.59,LY,1686773117
391,galliano,29.4422,-90.2992,307.15,59,40,7.2,US,1686773117
392,hassi messaoud,31.6804,6.0729,308.07,23,5,5.66,DZ,1686773117
393,nikolayevsk-on-amure,53.1406,140.73,283.25,99,100,1.63,RU,1686773118
394,laurinburg,34.7741,-79.4628,302.34,59,40,8.23,US,1686773118
395,warrnambool,-38.3833,142.4833,284.58,91,100,7.11,AU,1686772854
396,shimoda,34.6667,138.95,293.21,91,100,0.65,JP,1686773120
397,princeville,45.7668,-61.2985,287.27,97,100,5.14,CA,1686773120
398,ambato,-1.2491,-78.6168,292.37,63,65,3.13,EC,1686773109
399,manicore,-5.8092,-61.3003,294.12,88,100,4.12,BR,1686773122
400,madalena,41.2162,-8.3345,294.57,80,9,1.28,PT,1686773123
401,ulsteinvik,62.3432,5.8487,292.54,85,6,2.68,NO,1686773123
402,al fqih ben calah,32.5009,-6.6906,305.55,26,0,6.34,MA,1686773124
403,iwaki,37.05,140.8833,294.13,98,100,2.28,JP,1686773124
404,dhuusamarreeb,5.535,46.3861,300.04,58,100,8.76,SO,1686773124
405,santa elena de uairen,4.6167,-61.1333,297.45,75,49,3.46,VE,1686773125
406,kendari,-3.945,122.4989,295.03,94,82,1.78,ID,1686773125
407,ghat,24.9647,10.1728,303.72,32,95,12.09,LY,1686773126
408,nchelenge,-9.3451,28.734,294.18,43,4,1.61,ZM,1686773126
409,arraial do cabo,-22.9661,-42.0278,297.07,83,40,3.6,BR,1686772892
410,lospalos,-8.5186,127.0025,292.97,90,89,2.05,TL,1686773127
411,daru,-9.0763,143.2092,298.35,87,100,6.54,PG,1686773128
412,waddan,29.1614,16.139,309.62,11,65,6.71,LY,1686773128
413,muynoq,43.7683,59.0214,298.43,45,0,10.66,UZ,1686773129
414,benguela,-12.5763,13.4055,293.3,87,49,0.28,AO,1686773129
415,douentza,14.9951,-2.9517,308.38,36,4,2.25,ML,1686773130
416,constantia,44.1833,28.65,292.53,85,64,1.07,RO,1686772839
417,caranan,13.5167,123.0156,300.05,85,100,1.38,PH,1686773130
418,muang khong,14.1167,105.85,297.13,96,100,0.78,LA,1686773131
419,pedregal,8.3667,-82.4333,305.2,76,40,4.63,PA,1686773131
420,iquique,-20.2208,-70.1431,291.17,64,2,4.61,CL,1686773132
421,marsh harbour,26.5412,-77.0636,301.93,73,5,4.19,BS,1686773132
422,lucapa,-8.4192,20.7447,296.05,38,13,1.32,AO,1686773133
423,santa ana de yacuma,-13.75,-65.4333,289.12,59,75,6.17,BO,1686773133
424,fort st. john,56.2499,-120.8529,289.09,55,100,3.09,CA,1686773134
425,road town,18.4167,-64.6167,304.17,70,40,4.12,VG,1686772970
426,pyhaselka,62.4333,29.9667,287.64,56,32,0.94,FI,1686773136
427,walvis bay,-22.9575,14.5053,286.68,82,0,1.03,NA,1686773136
428,sheboygan,43.7333,-87.9334,298.13,75,75,2.57,US,1686773136
429,kangding,30.0513,101.9603,283.31,97,100,1.31,CN,1686773137
430,tosontsengel,48.7567,98.2839,282.05,61,100,2.04,MN,1686773137
431,krasnoturansk,54.3186,91.5639,279.99,79,13,1.62,RU,1686773138
432,morganton,35.7454,-81.6848,302.54,52,0,3.09,US,1686773138
433,severo-yeniseyskiy,60.3725,93.0408,278.29,66,98,4.08,RU,1686773139
434,aykhal,66.0,111.5,280.65,88,100,10.76,RU,1686773139
435,hobyo,5.3505,48.5268,299.07,85,6,9.53,SO,1686773140
436,touros,-5.1989,-35.4608,300.06,77,14,4.27,BR,1686773140
437,suva,-18.1416,178.4415,295.86,94,75,1.54,FJ,1686773141
438,keren,15.7778,38.4581,298.52,56,79,1.12,ER,1686773142
439,tocopilla,-22.092,-70.1979,293.5,59,5,5.01,CL,1686772924
440,kapa'a,22.0752,-159.319,301.14,81,20,5.66,US,1686773143
441,alofi,-19.0595,-169.9187,293.09,94,81,1.03,NU,1686772896
442,mitu,1.1983,-70.1733,298.72,95,66,1.59,CO,1686773144
443,knyaze-volkonskoye,48.4642,135.4567,285.34,88,55,5.4,RU,1686773144
444,balkanabat,39.5108,54.3671,306.74,11,84,2.03,TM,1686773144
445,ostersund,63.1792,14.6357,292.4,32,0,3.09,SE,1686773146
446,santo antonio,-6.3106,-35.4789,298.19,83,14,4.03,BR,1686773146
447,zhangjiagang,31.865,120.5389,295.32,94,0,0.85,CN,1686773147
448,tengrela,10.4869,-6.4097,299.21,78,75,1.53,CI,1686773147
